Customer ID,first_name,last_name,complete_address,phone_number,mail_id,Timestamp,Device Type,Referral Source,Location,Customer Type,Purchases Last 30 Days,Avg Time Between Purchases (Days),Lifetime Value,Avg Order Value,Last Purchase Date,Total Purchases,Repeat Purchase Rate,Customer Tenure,Loyalty Program Participation,Loyalty Tier,Subscription Status,most_preferred_product
CUST2420,Mary,Love,"669 Ruiz Island Apt. 409, West Patrick, WI 61880",001-871-968-5198,joseph62@hotmail.com,01-03-2023 16:33,app,email,Illinois,Returning,3,8.852836224,2561.15,90.58,10/24/2022 16:33,15,0.23,09-08-2022 23:36,TRUE,Gold,Subscribed,JBL Flip 6 Speaker
CUST7293,Amy,Chavez,"PSC 3923, Box 7049, APO AP 81694",5005566831,cynthiamiller@hotmail.com,08-11-2024 06:20,web,direct,Florida,Returning,10,9.226963631,207.42,491.44,5/14/2024 6:20,26,0.78,04-03-2022 08:50,TRUE,None,Not Subscribed,Adidas Ultraboost
CUST3419,Timothy,Klein,"1864 Brown Passage, Joeburgh, CA 28559",719.615.1336,owensalicia@gmail.com,3/13/2024 15:29,app,email,California,Returning,9,17.42113483,1920.49,426.7,2/23/2024 15:29,17,0.13,6/27/2022 8:05,FALSE,None,Subscribed,GoPro HERO10
CUST2202,Latoya,Wilson,"7478 Michael Ramp, Robertshire, TX 08563",+1-870-195-8662x2473,asmith@simmons.com,5/24/2023 23:10,mobile,direct,Illinois,Returning,10,8.444377023,3874.81,459.57,2/25/2023 23:10,15,0.73,04-03-2022 07:47,FALSE,None,Not Subscribed,Canon EOS R50
CUST3855,Jill,Smith,"62114 Shelton Throughway Apt. 900, West Sandy, UT 42105",(390)658-5535,jenniferfowler@gmail.com,7/17/2023 23:28,app,direct,Illinois,New,5,18.48750632,3267.24,192.13,6/24/2023 23:28,5,0.47,2/28/2022 10:19,TRUE,Platinum,Subscribed,Nintendo Switch
CUST9915,Kimberly,Kerr,"0079 Chan Key Apt. 018, Lake Kimshire, PA 98735",(751)669-3495x53076,friedmandouglas@smith.net,8/13/2023 15:12,mobile,email,Illinois,New,5,23.96299061,287.88,271.21,06-07-2023 15:12,13,0.78,10/23/2022 1:42,TRUE,Platinum,Subscribed,Apple iPhone 14
CUST2482,Morgan,Banks,"4514 Sarah Keys Apt. 613, Scottbury, NC 26035",533-663-4890,markwalters@yahoo.com,4/30/2024 9:43,mobile,affiliate,California,New,10,6.686292209,4978.24,89.23,02-03-2024 09:43,29,0.68,10-12-2022 01:58,TRUE,None,Not Subscribed,Apple MacBook Pro
CUST6605,Kayla,Terry,"07182 Morris Oval Apt. 461, West Tristanside, AK 33133",001-263-720-1476x356,robersoneugene@gmail.com,3/22/2024 13:52,mobile,facebook,California,New,4,1.043379554,4732.82,70.31,12/27/2023 13:52,22,0.99,12/16/2022 2:43,TRUE,None,Not Subscribed,Amazon Echo Dot
CUST9557,Melvin,Gonzales,"19442 Robert Centers Suite 417, North Matthew, PA 77029",858-388-7687x4190,nhouston@gmail.com,1/19/2023 9:41,mobile,google,Illinois,New,0,3.30846965,3753.89,221.82,12/20/2022 9:41,19,0.25,11-08-2022 16:53,FALSE,None,Not Subscribed,Instant Pot Duo
CUST2028,Jennifer,Gonzales,"2882 Carpenter Creek, Jonesberg, SC 21714",911.329.4208x386,staceyraymond@hotmail.com,1/17/2024 0:11,web,affiliate,California,New,4,5.677103364,2080.08,131.51,11/27/2023 0:11,24,0.45,05-03-2022 14:46,FALSE,None,Not Subscribed,Amazon Echo Dot
CUST7232,Devin,Allen,"737 Reyes Springs Suite 316, Gregoryview, MI 20589",061-171-4069x1867,torresandrew@yahoo.com,5/20/2025 3:41,web,affiliate,New York,Returning,8,9.552112586,3324.65,313.9,4/15/2025 3:41,12,0.25,03-04-2022 02:37,TRUE,Platinum,Subscribed,Amazon Echo Dot
CUST9091,Aaron,White,"98204 Wanda Light, North Michaelville, NV 90581",206-090-0940,ortizcandice@gmail.com,2/19/2023 10:41,web,email,Florida,New,5,14.8274999,167.75,85.93,01-04-2023 10:41,7,0.2,02-10-2022 14:12,TRUE,Gold,Not Subscribed,Canon EOS R50
CUST1039,Levi,Jones,"2283 Janet Meadow Suite 608, Edwardland, MI 52656",+1-852-931-3737x6882,hulltravis@king.com,11-10-2024 00:18,mobile,direct,New York,Returning,6,12.38728832,4761.41,485.19,09-04-2024 00:18,7,0.96,11-02-2022 19:08,TRUE,Silver,Subscribed,Sony WH-1000XM5 Headphones
CUST9421,Darren,Anderson,"0637 Jarvis Junction Apt. 684, North Lori, AL 73540",220-418-4925,wanda20@gardner-cantu.com,7/23/2023 4:46,mobile,facebook,California,Returning,3,26.9827431,2557.05,187.28,7/15/2023 4:46,7,0.77,6/28/2022 19:26,TRUE,Silver,Subscribed,Sony WH-1000XM5 Headphones
CUST2662,Robert,Keller,"USNV Perez, FPO AE 21950",(962)695-4177,deckeremily@keller.com,01-11-2023 18:38,web,affiliate,Texas,Returning,4,24.40650627,1245.55,95.53,11-12-2022 18:38,13,0.14,06-12-2022 13:02,TRUE,Platinum,Not Subscribed,Apple iPhone 14
CUST6914,Phillip,Anderson,"9401 Jeremy Lodge Apt. 753, Robertsberg, OK 77054",661-280-4995x1441,stephanie30@hotmail.com,07-02-2023 01:44,app,direct,New York,Returning,3,1.90492005,2898.83,137.36,06-08-2023 01:44,6,0.63,8/26/2022 6:37,TRUE,None,Not Subscribed,Adidas Ultraboost
CUST5007,Anna,Hendrix,"42558 Golden Crest, Burkeport, NE 49520",+1-034-823-7504x331,richardjackson@gmail.com,2/23/2025 16:25,app,facebook,California,New,9,11.64724748,1537.26,93.05,1/29/2025 16:25,22,0.74,11-10-2022 22:27,TRUE,Platinum,Subscribed,Apple iPhone 14
CUST1946,Michael,Villarreal,"07765 Kevin Villages, Port Jared, VA 14248",001-206-878-4591,carly07@ross.org,2/16/2024 10:22,app,facebook,Illinois,Returning,0,16.65731211,4062.92,152.73,1/26/2024 10:22,0,0.91,9/21/2022 19:52,TRUE,Silver,Not Subscribed,JBL Flip 6 Speaker
CUST8768,Jennifer,Morales,"194 Boyd Dam Suite 275, Popeville, CO 18602",607-888-6095x714,zmoore@yahoo.com,9/13/2023 18:31,mobile,direct,Texas,Returning,0,7.77604,3614.82,386.41,09-07-2023 18:31,2,0.26,7/19/2022 11:34,FALSE,None,Subscribed,Instant Pot Duo
CUST3323,Janet,Mcfarland,"01533 Nancy Path, Beardborough, KS 23059",(515)411-9835x56625,ellisdaniel@yang.com,5/15/2025 10:19,app,direct,Illinois,Returning,9,26.05931793,2592.66,433.55,3/16/2025 10:19,16,0.35,1/31/2022 16:46,TRUE,Gold,Not Subscribed,Apple MacBook Pro
CUST5730,Brian,Watts,"37459 Caroline Ways Apt. 739, Briannabury, RI 49817",775.949.7044x72169,samanthawilson@yahoo.com,01-05-2025 19:03,app,facebook,Texas,Returning,4,2.072765267,4240.96,293.98,12/30/2024 19:03,10,0.72,05-12-2022 23:11,FALSE,None,Not Subscribed,Apple MacBook Pro
CUST3195,Vincent,Thompson,"213 Ricky Loaf, South Kim, ME 55573",(854)429-9122x2092,shart@hotmail.com,07-01-2023 05:12,web,facebook,Texas,New,7,2.886159105,1031.28,450.73,05-01-2023 05:12,13,0.66,7/24/2022 8:10,FALSE,None,Subscribed,Adidas Ultraboost
CUST5021,Jonathan,Mullins,"7549 Sara Lane, New Michaelland, LA 30384",-9544,bobby48@yahoo.com,9/20/2024 19:11,web,direct,Illinois,Returning,10,17.50802128,4928.4,205.65,09-01-2024 19:11,23,0.71,6/27/2022 9:56,TRUE,Platinum,Not Subscribed,Amazon Echo Dot
CUST1561,Charles,Floyd,"Unit 1986 Box 2446, DPO AE 16401",+1-359-098-4049x2510,ramirezshane@hotmail.com,2/16/2023 3:28,web,affiliate,California,New,9,28.8109059,3308.86,262.1,12/29/2022 3:28,28,0.91,7/19/2022 14:06,FALSE,None,Subscribed,Nike Air Max 270
CUST4460,Wesley,Potter,"708 Gallegos Bypass Suite 530, Kimstad, NV 97240",-5589,ericbradley@soto.info,8/29/2024 1:21,app,direct,Texas,Returning,7,1.377289572,794.67,91.27,08-12-2024 01:21,9,0.32,05-08-2022 22:13,TRUE,Gold,Subscribed,Dell XPS 13 Laptop
CUST6619,Scott,Hernandez,"4557 Frazier Highway, Stevensonberg, RI 03405",001-273-171-6344x37579,michellebranch@yahoo.com,12-11-2023 11:32,web,affiliate,Texas,New,10,26.97886799,4099.37,80.84,10/24/2023 11:32,23,0.48,03-07-2022 05:51,TRUE,Gold,Not Subscribed,Apple iPhone 14
CUST1664,Erica,Brooks,"8239 Mary Inlet, Nicoleborough, MO 34246",001-519-254-9959x606,kgarcia@hotmail.com,1/22/2024 19:41,mobile,facebook,Illinois,New,6,13.65130053,4791.23,225.19,12/13/2023 19:41,12,0.31,6/13/2022 4:53,TRUE,Gold,Not Subscribed,Instant Pot Duo
CUST1617,Danielle,Robinson,"259 Craig Field, South Victorhaven, VT 50741",805-441-7285,tracy55@ross-figueroa.net,02-01-2023 14:35,web,direct,Texas,New,3,27.65356784,1446.68,421.97,1/30/2023 14:35,5,0.13,11-03-2022 00:38,TRUE,Platinum,Not Subscribed,Dell XPS 13 Laptop
CUST1306,Dennis,Bryant,"14234 Denise Creek, West Douglas, RI 29476",(353)819-5162x9002,coopereric@gmail.com,4/28/2023 21:33,mobile,google,Florida,New,2,28.53661189,2966.14,357.21,4/20/2023 21:33,22,0.18,11/15/2022 22:11,TRUE,None,Not Subscribed,Nike Air Max 270
CUST2720,Eric,Bell,"356 Gray Orchard, Amandamouth, MS 43531",4893177069,james92@yahoo.com,03-08-2025 11:42,mobile,facebook,California,New,10,13.89643288,4972.3,489.47,03-04-2025 11:42,26,0.27,01-03-2022 08:34,TRUE,Platinum,Subscribed,Amazon Echo Dot
CUST3116,Stephen,Edwards,"3295 Torres Road Suite 965, New Gabriel, MN 47601",001-535-207-4268x059,mosesangela@saunders.biz,05-10-2023 09:53,app,email,California,Returning,5,19.09968552,4859.57,474.22,4/18/2023 9:53,8,0.78,09-09-2022 22:32,TRUE,None,Subscribed,Dell XPS 13 Laptop
CUST4717,Caroline,Warner,"9693 Flores Villages Apt. 229, Robertchester, AK 17889",145.144.1640x286,kurtskinner@gmail.com,11/20/2023 18:18,mobile,email,Texas,New,2,5.519405413,553.66,296.54,10/26/2023 18:18,15,0.75,02-11-2022 07:57,TRUE,None,Not Subscribed,GoPro HERO10
CUST3545,Alexandra,Johns,"USCGC Thompson, FPO AA 89634",001-322-029-6850x793,deborahhall@hotmail.com,4/13/2023 3:00,app,direct,California,Returning,0,3.224524089,3037.75,440.47,3/21/2023 3:00,16,0.42,07-04-2022 03:06,FALSE,None,Not Subscribed,Canon EOS R50
CUST4976,Sarah,Wilson,"Unit 6767 Box 6241, DPO AA 57956",+1-119-526-9116x1933,reillyshannon@yahoo.com,11/29/2024 8:56,mobile,google,California,New,6,8.299941217,1509.44,401.55,11/24/2024 8:56,11,0.41,6/13/2022 8:47,FALSE,None,Not Subscribed,JBL Flip 6 Speaker
CUST5752,Brian,Skinner,"92887 Mark Courts Apt. 501, Lake Janeland, CO 75269",130-453-2409x5909,smithcynthia@yahoo.com,03-10-2024 14:06,app,email,New York,New,4,11.10373417,4515.34,364.83,01-07-2024 14:06,7,0.94,12-08-2022 01:05,FALSE,None,Subscribed,Sony WH-1000XM5 Headphones
CUST4519,Samuel,Rice,"486 Anthony Turnpike, Ryanview, OH 12257",4818198169,trevorcalhoun@yahoo.com,01-04-2023 03:25,mobile,email,California,New,2,23.5895804,2739.36,241.89,10/18/2022 3:25,9,0.6,03-02-2022 16:36,FALSE,None,Subscribed,Nintendo Switch
CUST4500,Ronnie,Hoffman,"838 Martin Parkway Suite 182, East Jamiestad, VA 08875",509.276.9485,sara17@dalton.biz,1/23/2024 17:50,web,facebook,Texas,New,9,16.61640487,4580.63,483.93,11/23/2023 17:50,23,0.21,8/21/2022 6:26,TRUE,Platinum,Not Subscribed,Instant Pot Duo
CUST5154,Rachel,Rios,"61204 Tina Spurs Apt. 625, Carlaview, WI 08427",713-375-9627x567,steven76@wright.net,2/16/2025 14:35,app,email,Florida,Returning,1,15.12439831,1628.01,487.53,02-05-2025 14:35,8,0.78,01-02-2022 19:57,FALSE,None,Subscribed,JBL Flip 6 Speaker
CUST8496,Patrick,Kim,"21819 Ashley Glen Apt. 672, Pricechester, WI 45418",001-901-084-3109x08550,yburns@evans.com,02-11-2024 13:15,app,direct,Florida,New,7,12.09560325,3287.12,46.4,11/16/2023 13:15,23,0.92,10/26/2022 20:41,FALSE,None,Subscribed,Amazon Echo Dot
CUST7261,Jason,Sullivan,"613 Maldonado Square, Benjaminborough, RI 32815",201.538.9243x99367,vosborne@garner.com,2/16/2024 17:52,mobile,facebook,Illinois,Returning,6,16.49010604,3730.38,373.58,12/18/2023 17:52,18,0.97,2/15/2022 7:03,TRUE,Gold,Not Subscribed,Nike Air Max 270
CUST3926,Daniel,Sanchez,"865 Porter Burgs Suite 775, Gomezborough, MD 33063",799-618-9965x9245,mark42@chavez.com,09-08-2023 18:26,web,direct,California,New,1,18.47932238,1179.77,464.35,8/30/2023 18:26,20,0.77,6/25/2022 13:28,FALSE,None,Not Subscribed,Apple MacBook Pro
CUST8075,Daniel,Moreno,"25297 Christine Row, North Diane, NV 58624",+1-978-376-5541x909,irwinkayla@maldonado.net,1/28/2023 17:39,web,affiliate,New York,New,10,10.19311396,4372.8,356.78,12/24/2022 17:39,18,0.29,1/31/2022 13:55,TRUE,None,Subscribed,Fitbit Charge 5
CUST7125,John,Turner,"750 Christine Groves, New Michelleburgh, IL 25687",001-885-656-9200,danielayers@thompson.net,5/25/2024 8:18,web,google,Illinois,Returning,5,4.560392935,4080.74,185.9,3/30/2024 8:18,24,0.22,02-03-2022 20:50,TRUE,None,Subscribed,Apple iPhone 14
CUST3331,Samuel,Kelly,"PSC 5786, Box 0854, APO AP 00507",(132)470-6954,tarmstrong@hotmail.com,04-11-2023 07:17,web,email,California,Returning,7,26.59605973,2961.91,312.07,3/29/2023 7:17,24,0.66,1/19/2022 16:33,FALSE,None,Subscribed,Samsung Galaxy S22
CUST7701,Dawn,Miles,"20290 Ryan Estates Suite 668, Landryside, NC 13842",933.565.2527,imiller@gmail.com,09-08-2024 12:53,mobile,direct,Florida,Returning,0,20.26507706,4282.16,394.41,08-12-2024 12:53,6,0.75,8/25/2022 1:23,TRUE,Gold,Subscribed,Samsung Galaxy S22
CUST4448,Patrick,Myers,"8592 Matthews Isle Apt. 705, Andrewberg, AR 98408",001-338-717-4469x9829,arthur09@gmail.com,10-09-2024 01:08,mobile,direct,California,New,8,14.25106358,901.7,440.85,7/28/2024 1:08,27,0.95,8/13/2022 11:56,TRUE,None,Subscribed,Dell XPS 13 Laptop
CUST7063,Rachel,Fletcher,"9734 Joshua Creek Suite 409, Rickeyfort, KS 37078",001-016-403-4601x19397,nwatts@lewis.com,04-05-2025 18:08,app,affiliate,Illinois,New,1,6.762670882,948.46,124.63,2/25/2025 18:08,5,0.26,12-09-2022 23:54,FALSE,None,Not Subscribed,Apple iPhone 14
CUST1094,Monique,Lopez,"1686 Johnny Oval, Morrisside, VT 21340",413-570-7965x587,qgibson@callahan.org,1/19/2023 11:30,mobile,direct,Illinois,New,0,7.536309526,2105.55,438.78,12/19/2022 11:30,1,0.84,06-07-2022 08:45,FALSE,None,Not Subscribed,Apple MacBook Pro
CUST3769,Benjamin,Anderson,"7664 Miranda Underpass Apt. 944, Priceport, WA 00896",001-079-286-3606x9802,dean17@hotmail.com,11-07-2023 12:03,web,facebook,New York,New,9,19.83635702,4127.44,163.81,10/21/2023 12:03,29,0.83,03-05-2022 21:45,TRUE,None,Subscribed,Adidas Ultraboost
CUST2074,Kathleen,Montgomery,"21883 Steven Court, Hansonchester, OK 72821",540.772.5411x934,nwilliams@rodriguez.com,2/19/2023 11:02,web,affiliate,Texas,New,3,28.34845901,713.41,232.22,02-10-2023 11:02,15,0.79,5/15/2022 18:45,TRUE,Silver,Not Subscribed,Canon EOS R50
CUST5866,Justin,Jones,"PSC 4307, Box 6486, APO AA 77679",(979)790-8029x440,murphylori@bell.com,1/30/2024 3:32,app,email,Florida,New,0,19.14570673,1449.21,306.16,1/19/2024 3:32,7,0.83,03-04-2022 02:11,TRUE,None,Not Subscribed,Sony WH-1000XM5 Headphones
CUST9385,Kimberly,Williams,"5590 Michael Pine, Port Erikfort, SD 97244",(329)655-6285,bradshawpaul@ward.org,7/17/2024 12:47,app,google,Texas,New,0,6.960818384,1303.78,139.46,07-06-2024 12:47,8,0.7,11/15/2022 17:56,FALSE,None,Not Subscribed,Sony WH-1000XM5 Headphones
CUST8261,Brandon,Freeman,"95036 Arroyo Lodge Apt. 866, East Georgemouth, WI 50862",001-297-205-5445x63760,lewisabigail@freeman-watson.com,7/14/2024 22:52,app,affiliate,New York,Returning,8,9.740637837,4800.18,233.19,05-06-2024 22:52,13,0.6,04-09-2022 08:52,FALSE,None,Not Subscribed,Apple iPhone 14
CUST3099,Curtis,Olson,"956 Mosley Row, New Dylan, OR 61483",467.187.9296,jodideleon@gmail.com,02-11-2024 07:13,web,google,California,Returning,0,4.22025384,3676.48,353.21,12/23/2023 7:13,6,0.87,12/24/2022 0:55,FALSE,None,Not Subscribed,Dell XPS 13 Laptop
CUST9404,Sherry,Mitchell,"64174 Bray Plains, Alexton, TX 38528",826.451.5394x7138,sschneider@gmail.com,7/22/2023 20:11,app,facebook,Illinois,New,8,21.79184398,1799.07,348.03,7/18/2023 20:11,20,0.4,4/18/2022 15:52,FALSE,None,Not Subscribed,Dell XPS 13 Laptop
CUST8916,Sandra,Schroeder,"7562 Joseph Avenue Apt. 655, South Annachester, NC 68843",388-587-0343,jacksongonzales@gmail.com,04-01-2023 12:08,mobile,affiliate,Illinois,Returning,10,29.03058977,719.45,353.67,3/20/2023 12:08,19,0.37,4/19/2022 12:57,FALSE,None,Subscribed,Apple iPhone 14
CUST9922,David,Mitchell,"251 Kim Plains, Jamiemouth, OH 39806",295.506.5494,tammy34@martinez-warren.com,01-12-2023 04:57,web,google,Illinois,Returning,3,6.014239974,4484.27,261.43,10/22/2022 4:57,10,0.76,05-12-2022 05:38,TRUE,Silver,Subscribed,Adidas Ultraboost
CUST8477,Kimberly,Savage,"PSC 2275, Box 4307, APO AP 75703",001-777-283-8312,vwest@gmail.com,3/27/2023 8:42,app,google,Florida,New,3,13.05945297,783.2,498.31,01-09-2023 08:42,6,0.66,3/25/2022 16:22,FALSE,None,Subscribed,Adidas Ultraboost
CUST7452,Jenna,Luna,"692 Garcia Parkways, West Davidmouth, TN 49517",764.949.2230x58688,ijoseph@hotmail.com,05-06-2025 01:19,app,email,Texas,Returning,1,28.01684547,2262.58,259.82,04-11-2025 01:19,7,0.62,06-11-2022 09:02,TRUE,Gold,Not Subscribed,Adidas Ultraboost
CUST5480,Kenneth,Peck,"06218 Sandra Cliff Apt. 367, East Danatown, MT 66771",321-435-2191,jessicajohnson@reed.org,12/31/2024 5:12,app,facebook,Florida,New,4,9.394741064,2512.7,487.58,11/15/2024 5:12,15,0.31,12/27/2022 0:21,TRUE,None,Subscribed,Apple MacBook Pro
CUST1497,Haley,Yoder,"2486 Richards Views, Amandaberg, CT 33934",+1-616-100-6798x29673,nathan67@hotmail.com,6/29/2023 1:05,mobile,email,California,Returning,6,6.967429061,138.61,225.88,6/20/2023 1:05,16,0.76,10/27/2022 2:02,FALSE,None,Subscribed,Nike Air Max 270
CUST8132,David,Lawrence,"555 Kenneth Ford Suite 059, South Misty, WI 61915",928.714.7578x5100,kristin04@ellison.info,9/30/2023 22:16,web,direct,Illinois,New,4,29.78401724,1454.58,269.03,07-10-2023 22:16,22,0.62,11/30/2022 6:56,FALSE,None,Subscribed,Apple iPhone 14
CUST8346,Stephanie,Johnson,"4887 Taylor Junctions, North Micheal, TN 99363",+1-655-860-2100x1199,weaverdouglas@hotmail.com,01-09-2024 11:36,app,facebook,California,New,8,26.2112937,2576.7,178.48,11-07-2023 11:36,17,0.24,1/20/2022 23:30,FALSE,None,Subscribed,Fitbit Charge 5
CUST3564,Russell,Robbins,"6339 Stevens Summit, North Crystalmouth, NV 39973",001-586-424-1057x430,lisa78@andrews.com,12-12-2023 06:31,web,affiliate,New York,New,4,18.05941129,4857.85,365.22,11/19/2023 6:31,24,0.87,8/18/2022 17:49,FALSE,None,Not Subscribed,Logitech MX Master 3 Mouse
CUST5444,Sophia,Faulkner,"3572 Turner Court Apt. 910, Russellfort, CO 57533",(404)126-4133,michael27@swanson.com,08-08-2023 04:21,web,direct,Illinois,New,3,10.659483,4390.15,185.12,5/22/2023 4:21,15,0.29,02-04-2022 03:08,TRUE,Gold,Subscribed,JBL Flip 6 Speaker
CUST4925,Tara,Liu,"485 Nicole Crest, Freemanmouth, HI 84534",001-755-223-0956x1254,suttongrant@yahoo.com,3/16/2025 7:50,app,email,Florida,Returning,8,10.06190928,3291.98,336.9,2/24/2025 7:50,22,0.75,1/16/2022 8:54,TRUE,Platinum,Not Subscribed,Samsung Galaxy S22
CUST8024,Bryan,Nunez,"8686 Kathryn Junction, Porterport, NH 07045",(739)021-0411x38440,broberts@ramsey-frank.com,9/17/2023 20:39,app,affiliate,Illinois,Returning,0,13.75940316,2881.67,284.64,7/19/2023 20:39,7,0.34,11-05-2022 15:16,FALSE,None,Subscribed,Nintendo Switch
CUST2220,Brandon,Hall,"2299 Barrett Bridge Apt. 906, New Karen, CA 18955",268.063.4689x7846,smithtammy@johnson-robinson.com,2/15/2023 18:02,web,email,California,Returning,4,2.9565908,4269.97,376.35,11/28/2022 18:02,23,0.66,09-11-2022 15:29,FALSE,None,Subscribed,JBL Flip 6 Speaker
CUST3678,Steven,Torres,"270 Moore Gardens, Woodsberg, MT 53847",+1-154-947-1877x648,contrerasmichelle@yahoo.com,11/19/2024 2:14,mobile,email,Florida,Returning,6,21.59440548,4466.19,409.99,9/29/2024 2:14,17,0.9,1/19/2022 3:55,FALSE,None,Not Subscribed,Nintendo Switch
CUST1585,Jerome,Richardson,"61478 Ortega Shores, Lisaport, GA 05921",(944)769-4214x25087,timothy59@nichols.com,06-12-2024 10:05,app,google,California,New,9,23.73541786,1932.62,248.04,4/25/2024 10:05,29,0.14,01-03-2022 18:38,FALSE,None,Not Subscribed,Samsung Galaxy S22
CUST7705,Kenneth,Torres,"0102 Jennifer Alley Suite 615, East Matthewtown, ID 75562",+1-596-556-4837x06331,emilyhamilton@gmail.com,4/14/2024 21:27,app,direct,Texas,New,6,9.845169741,4304.21,184.15,1/26/2024 21:27,13,0.63,11/19/2022 3:54,FALSE,None,Not Subscribed,Instant Pot Duo
CUST7858,Justin,Escobar,"37048 Rodriguez Groves Apt. 948, Brianfurt, PA 86291",(304)906-3945x80481,angela17@hotmail.com,9/19/2023 9:40,app,google,Illinois,Returning,6,12.56168189,4956.31,264.23,07-05-2023 09:40,19,0.15,5/19/2022 14:15,TRUE,Gold,Not Subscribed,GoPro HERO10
CUST8150,Howard,Bruce,"94094 Joseph Greens, Dawntown, CT 21999",242.996.5547x58518,cobbchad@huynh.com,09-01-2023 19:26,web,affiliate,Texas,New,10,1.435446691,3131.69,305.77,6/16/2023 19:26,23,0.98,05-10-2022 06:41,FALSE,None,Not Subscribed,Logitech MX Master 3 Mouse
CUST8742,Nicholas,Collins,"4637 Edward Plain, Escobarfurt, CA 85910",(349)196-0202x55470,wwilliams@smith.com,12/24/2023 6:22,web,direct,New York,New,4,26.80366096,3051.24,181.37,10-04-2023 06:22,21,0.29,6/25/2022 0:52,TRUE,None,Subscribed,Instant Pot Duo
CUST2636,Deborah,Branch,"078 Carter Street Apt. 159, Lake Chadtown, TX 63559",(813)128-9356x1683,bcarter@merritt-cooper.com,6/23/2024 19:34,mobile,email,Illinois,New,6,1.442193556,223.62,121.78,06-05-2024 19:34,23,0.25,04-12-2022 11:36,TRUE,Platinum,Not Subscribed,Sony WH-1000XM5 Headphones
CUST7642,Steven,Charles,"78859 Clark Lakes, Walkerland, SD 73420",254.441.7687,laurencantrell@yahoo.com,7/26/2024 0:05,app,facebook,Florida,Returning,9,10.55644886,2936.52,329.55,5/15/2024 0:05,28,0.24,04-05-2022 07:12,FALSE,None,Not Subscribed,Nike Air Max 270
CUST7036,Brian,Jenkins,"2599 Fuentes Garden Apt. 057, Connieside, ND 21522",2881374253,fhenson@schneider.net,5/18/2025 4:50,app,facebook,Illinois,Returning,9,15.03349903,3039.09,350.77,2/17/2025 4:50,18,0.67,12/24/2022 4:45,FALSE,None,Subscribed,Apple MacBook Pro
CUST3259,Alexis,Hatfield,"175 Bennett Mill Suite 510, West Daltonbury, NM 23181",886.852.1099x7857,jessicathornton@gmail.com,12-04-2023 16:34,web,facebook,Texas,New,2,1.020235613,1459.45,38.31,10/17/2023 16:34,10,0.48,12-08-2022 20:31,FALSE,None,Subscribed,Amazon Echo Dot
CUST5054,Kendra,Larson,"586 Kathleen Drives Apt. 749, North Lori, IL 70244",001-686-619-7769x89206,jvasquez@hotmail.com,10/16/2024 17:44,app,direct,Illinois,Returning,7,5.443558778,2603.41,349.91,7/19/2024 17:44,15,0.82,02-11-2022 02:50,FALSE,None,Not Subscribed,Logitech MX Master 3 Mouse
CUST6662,Devin,Rosales,"7618 David Trafficway, East Michaelchester, KY 17455",001-281-219-2802x023,victoria45@bowen.biz,4/20/2024 12:05,app,direct,Texas,New,10,9.916163419,2164.14,208.52,2/25/2024 12:05,10,0.95,3/26/2022 22:01,TRUE,Silver,Not Subscribed,Instant Pot Duo
CUST9166,Haley,Morales,"653 Matthews Ford Apt. 565, Heidiport, VA 76416",(802)546-3598,timothygonzalez@campbell.biz,3/28/2025 10:56,app,facebook,California,Returning,7,22.22581408,2273.86,139.77,1/20/2025 10:56,9,0.3,11/13/2022 6:49,FALSE,None,Not Subscribed,Apple iPhone 14
CUST1414,Lisa,Jones,"7509 Ronald Haven, Michealbury, MI 51290",(203)585-7796,shaun05@fuller-turner.com,02-08-2024 17:18,web,email,Florida,New,5,15.04465556,1501.62,242.68,1/16/2024 17:18,11,0.35,07-09-2022 20:48,FALSE,None,Not Subscribed,Apple MacBook Pro
CUST7806,Ashley,Bowen,"8299 Joe Inlet, Lake Cindy, DE 92648",+1-027-543-0326x7325,boyerkatherine@pacheco-cherry.net,09-05-2024 09:14,app,google,California,New,1,3.861708153,1923.45,100.29,6/14/2024 9:14,7,0.14,02-02-2022 12:29,TRUE,None,Subscribed,Amazon Echo Dot
CUST2208,Kevin,Herrera,"96126 Davis Springs Suite 129, Kevinport, WA 50802",216.612.0914,baldwinaaron@ibarra.com,1/19/2024 18:24,web,facebook,California,New,7,12.7170332,4606.21,413.17,01-01-2024 18:24,25,0.71,06-08-2022 04:30,TRUE,Platinum,Subscribed,Fitbit Charge 5
CUST6071,Brian,Newman,"14239 Wendy Ports, East Robinborough, MT 12452",+1-398-325-4261x69343,whitesarah@rivera.com,4/17/2024 7:27,web,email,Illinois,New,3,14.65155336,489.76,47.04,3/30/2024 7:27,13,0.14,4/29/2022 15:38,TRUE,Gold,Not Subscribed,Adidas Ultraboost
CUST8619,Christopher,Stanley,"716 Morrison Dam, Lake Stephanie, NY 52718",469-548-3464,suestewart@yahoo.com,12-02-2023 22:45,app,email,Florida,New,0,5.607719073,1068.79,161.37,9/23/2023 22:45,9,0.65,7/18/2022 16:17,FALSE,None,Not Subscribed,GoPro HERO10
CUST7828,Cory,Hudson,"48560 Trujillo Mount Suite 768, Lake Samuel, MD 42586",+1-598-983-1450x96591,hallheather@williams-terry.com,07-04-2024 20:11,mobile,google,Illinois,New,10,1.217837075,4844.11,179.9,5/17/2024 20:11,13,0.96,7/20/2022 16:24,TRUE,Gold,Subscribed,Dell XPS 13 Laptop
